DrugID,Drug_Target
DB04233,5406
DB08222,5406
DB00157,4696
DB00279,7067
DB00451,7067
DB00509,7067
DB01583,7067
DB03176,7067
DB00159,2864
DB00686,2246
DB01025,2246
DB01901,2246
DB01942,2246
DB02264,2246
DB03959,2246
DB04409,2246
DB08238,2246
DB00270,781
DB00308,781
DB00381,781
DB00401,781
DB00622,781
DB00653,781
DB00996,781
DB01023,781
DB01054,781
DB01115,781
DB04838,781
DB06712,781
DB00114,6898
DB00120,6898
DB00135,6898
DB00142,6898
DB00195,154
DB00264,154
DB00368,154
DB00373,154
DB00449,154
DB00489,154
DB00521,154
DB00571,154
DB00598,154
DB00612,154
DB00668,154
DB00816,154
DB00841,154
DB00852,154
DB00866,154
DB00867,154
DB00871,154
DB00901,154
DB00925,154
DB00938,154
DB00960,154
DB00983,154
DB01001,154
DB01064,154
DB01102,154
DB01136,154
DB01151,154
DB01193,154
DB01203,154
DB01210,154
DB01214,154
DB01274,154
DB01288,154
DB01291,154
DB01295,154
DB01359,154
DB01363,154
DB01366,154
DB01407,154
DB01408,154
DB01580,154
DB04861,154
DB05039,154
DB06262,154
DB07543,154
DB08807,154
DB08808,154
DB00337,2280
DB00864,2280
DB00877,2280
DB01712,2280
DB01723,2280
DB01951,2280
DB02311,2280
DB02888,2280
DB03338,2280
DB03621,2280
DB04012,2280
DB04094,2280
DB08231,2280
DB08520,2280
DB08597,2280
DB00755,9052
DB00119,5091
DB00121,5091
DB07497,5091
DB00308,90134
DB00457,90134
DB00590,90134
DB01110,90134
DB01162,90134
DB00142,2356
DB00293,2356
DB00151,833
DB00121,32
DB00173,32
DB02859,32
DB03781,32
DB07870,32
DB00171,8647
DB01016,8647
DB00005,7124
DB00051,7124
DB00065,7124
DB00608,7124
DB01041,7124
DB01296,7124
DB01407,7124
DB01411,7124
DB01427,7124
DB00651,5150
DB00920,5150
DB07954,5150
DB08602,5150
DB00210,6258
DB00307,6258
DB00459,6258
DB00523,6258
DB00755,6258
DB00926,6258
DB00222,3767
DB00308,3767
DB00661,3767
DB00922,3767
DB01016,3767
DB01119,3767
DB01154,3767
DB00002,2209
DB00005,2209
DB00028,2209
DB00051,2209
DB00054,2209
DB00056,2209
DB00072,2209
DB00073,2209
DB00074,2209
DB00075,2209
DB00078,2209
DB00081,2209
DB00087,2209
DB00092,2209
DB00095,2209
DB00108,2209
DB00110,2209
DB00111,2209
DB00112,2209
DB00707,2209
DB00992,2209
DB00033,3459
DB00170,79001
DB00266,79001
DB00498,79001
DB00682,79001
DB00946,79001
DB01418,79001
DB00148,1158
DB02490,1158
DB03431,1158
DB04027,1158
DB00298,146
DB00321,146
DB00346,146
DB00368,146
DB00388,146
DB00420,146
DB00457,146
DB00458,146
DB00540,146
DB00590,146
DB00622,146
DB00668,146
DB00696,146
DB00706,146
DB00777,146
DB01142,146
DB01162,146
DB01186,146
DB01200,146
DB01224,146
DB01403,146
DB06144,146
DB06262,146
DB06694,146
DB00851,23649
DB00009,5329
DB00013,5329
DB00015,5329
DB00029,5329
DB00031,5329
DB00157,218
DB01907,218
DB00092,914
DB02944,914
DB00157,26330
DB01907,26330
DB02205,26330
DB03331,26330
DB04477,26330
DB00114,587
DB00142,587
DB00149,587
DB00167,587
DB02142,587
DB02635,587
DB04074,587
DB00157,3615
DB00688,3615
DB01024,3615
DB01693,3615
DB01907,3615
DB03070,3615
DB03948,3615
DB04566,3615
DB00170,632
DB01022,632
DB03847,632
DB05260,632
DB00128,1615
DB00162,145226
DB00114,51166
DB00142,51166
DB00157,29920
DB00172,29920
DB00157,4720
DB00390,476
DB00511,476
DB00774,476
DB00903,476
DB01021,476
DB01078,476
DB01092,476
DB01119,476
DB01158,476
DB01244,476
DB01345,476
DB01370,476
DB01378,476
DB01396,476
DB01430,476
DB00115,4548
DB00116,4548
DB00134,4548
DB00200,4548
DB00157,3162
DB01942,3162
DB02073,3162
DB02468,3162
DB03014,3162
DB03906,3162
DB04803,3162
DB06914,3162
DB07342,3162
DB00186,706
DB00231,706
DB00402,706
DB00404,706
DB00628,706
DB00829,706
DB00897,706
DB00962,706
DB01068,706
DB01178,706
DB01198,706
DB01544,706
DB01587,706
DB00157,1738
DB01907,1738
DB03147,1738
DB00184,1135
DB00411,1135
DB00416,1135
DB00483,1135
DB00514,1135
DB00565,1135
DB00657,1135
DB00674,1135
DB00721,1135
DB00728,1135
DB00732,1135
DB00810,1135
DB01135,1135
DB01199,1135
DB01226,1135
DB01245,1135
DB01336,1135
DB01337,1135
DB01338,1135
DB01339,1135
DB00201,6261
DB01219,6261
DB04786,6261
DB00117,3035
DB00157,644
DB01907,644
DB00218,7153
DB00276,7153
DB00380,7153
DB00385,7153
DB00444,7153
DB00445,7153
DB00467,7153
DB00487,7153
DB00537,7153
DB00685,7153
DB00694,7153
DB00773,7153
DB00978,7153
DB00997,7153
DB01059,7153
DB01137,7153
DB01165,7153
DB01177,7153
DB01179,7153
DB01204,7153
DB01208,7153
DB01645,7153
DB04576,7153
DB04967,7153
DB00145,2742
DB00431,2742
DB00466,2742
DB00898,2742
DB00131,84532
DB00171,84532
DB00157,231
DB00605,231
DB01689,231
DB02007,231
DB02020,231
DB02021,231
DB02101,231
DB02132,231
DB02383,231
DB02518,231
DB02712,231
DB02834,231
DB02994,231
DB03461,231
DB04272,231
DB07028,231
DB07030,231
DB07063,231
DB07093,231
DB07139,231
DB07187,231
DB07450,231
DB07498,231
DB07999,231
DB08000,231
DB08084,231
DB08098,231
DB08449,231
DB08772,231
DB00039,2263
DB01041,2263
DB02058,2263
DB02491,2263
DB00171,439
DB00107,5020
DB00120,5053
DB00360,5053
DB00368,5053
DB00668,5053
DB02562,5053
DB02692,5053
DB03673,5053
DB04400,5053
DB04419,5053
DB06262,5053
DB00157,55967
DB00142,2747
DB00157,2747
DB01907,2747
DB00246,1813
DB00248,1813
DB00268,1813
DB00334,1813
DB00363,1813
DB00372,1813
DB00391,1813
DB00408,1813
DB00409,1813
DB00413,1813
DB00420,1813
DB00433,1813
DB00450,1813
DB00477,1813
DB00490,1813
DB00502,1813
DB00508,1813
DB00543,1813
DB00568,1813
DB00589,1813
DB00623,1813
DB00679,1813
DB00696,1813
DB00714,1813
DB00726,1813
DB00734,1813
DB00777,1813
DB00805,1813
DB00831,1813
DB00850,1813
DB00875,1813
DB00915,1813
DB00933,1813
DB00988,1813
DB01038,1813
DB01063,1813
DB01069,1813
DB01100,1813
DB01142,1813
DB01184,1813
DB01186,1813
DB01200,1813
DB01221,1813
DB01224,1813
DB01233,1813
DB01235,1813
DB01238,1813
DB01239,1813
DB01267,1813
DB01392,1813
DB01403,1813
DB01425,1813
DB01549,1813
DB01614,1813
DB01618,1813
DB01621,1813
DB01622,1813
DB01623,1813
DB01624,1813
DB04599,1813
DB04842,1813
DB05271,1813
DB06144,1813
DB06288,1813
DB00125,384
DB00129,384
DB03731,384
DB01207,6915
DB00142,2903
DB00145,2903
DB00454,2903
DB00949,2903
DB01043,2903
DB01159,2903
DB01520,2903
DB00157,3614
DB00688,3614
DB00811,3614
DB01024,3614
DB03948,3614
DB00157,35
DB03059,35
DB03147,35
DB00115,4552
DB00134,4552
DB00200,4552
DB00186,2559
DB00189,2559
DB00231,2559
DB00237,2559
DB00241,2559
DB00306,2559
DB00312,2559
DB00349,2559
DB00371,2559
DB00404,2559
DB00418,2559
DB00463,2559
DB00475,2559
DB00599,2559
DB00628,2559
DB00683,2559
DB00690,2559
DB00794,2559
DB00842,2559
DB00849,2559
DB00897,2559
DB01174,2559
DB01351,2559
DB01352,2559
DB01353,2559
DB01354,2559
DB01355,2559
DB01483,2559
DB01496,2559
DB01544,2559
DB01558,2559
DB01595,2559
DB00155,23576
DB00002,1956
DB00072,1956
DB00281,1956
DB00317,1956
DB00530,1956
DB01259,1956
DB01269,1956
DB03496,1956
DB07602,1956
DB07662,1956
DB00149,51520
DB00193,4988
DB00295,4988
DB00318,4988
DB00327,4988
DB00333,4988
DB00497,4988
DB00504,4988
DB00611,4988
DB00647,4988
DB00652,4988
DB00704,4988
DB00708,4988
DB00802,4988
DB00813,4988
DB00836,4988
DB00844,4988
DB00854,4988
DB00899,4988
DB00904,4988
DB00913,4988
DB00921,4988
DB00956,4988
DB01081,4988
DB01183,4988
DB01192,4988
DB01209,4988
DB01227,4988
DB01433,4988
DB01439,4988
DB01444,4988
DB01452,4988
DB01466,4988
DB01497,4988
DB01535,4988
DB01548,4988
DB01565,4988
DB01571,4988
DB06274,4988
DB00157,3421
DB00171,10188
DB04367,10188
DB00035,553
DB00067,553
DB02638,553
DB00131,5565
DB00407,3053
DB02944,3053
DB06271,3053
DB00282,2224
DB00399,2224
DB00630,2224
DB00710,2224
DB00884,2224
DB01785,2224
DB02508,2224
DB02552,2224
DB04714,2224
DB07780,2224
DB07841,2224
DB00115,4594
DB00200,4594
DB00114,8879
DB00136,7421
DB00146,7421
DB00153,7421
DB00169,7421
DB00910,7421
DB01070,7421
DB01436,7421
DB02300,7421
DB03451,7421
DB04258,7421
DB04796,7421
DB07530,7421
DB08696,7421
DB08742,7421
DB00157,4191
DB04272,4191
DB00228,3736
DB00321,3736
DB00753,3736
DB01028,3736
DB01115,3736
DB01189,3736
DB01236,3736
DB00627,4837
DB01138,4363
DB00162,6017
DB00114,1491
DB00151,1491
DB02328,1491
DB03928,1491
DB04217,1491
DB00255,2100
DB00481,2100
DB00675,2100
DB00783,2100
DB01108,2100
DB01196,2100
DB01645,2100
DB03860,2100
DB03882,2100
DB04020,2100
DB04573,2100
DB04574,2100
DB06832,2100
DB06875,2100
DB06927,2100
DB06937,2100
DB07009,2100
DB07032,2100
DB07036,2100
DB07119,2100
DB07150,2100
DB07198,2100
DB07230,2100
DB07236,2100
DB07638,2100
DB07702,2100
DB07757,2100
DB07933,2100
DB08020,2100
DB00019,1441
DB00099,1441
DB00180,2908
DB00223,2908
DB00240,2908
DB00253,2908
DB00288,2908
DB00324,2908
DB00351,2908
DB00443,2908
DB00547,2908
DB00588,2908
DB00591,2908
DB00596,2908
DB00620,2908
DB00635,2908
DB00663,2908
DB00687,2908
DB00741,2908
DB00764,2908
DB00769,2908
DB00834,2908
DB00838,2908
DB00846,2908
DB00860,2908
DB00873,2908
DB00896,2908
DB00959,2908
DB01013,2908
DB01047,2908
DB01130,2908
DB01185,2908
DB01222,2908
DB01234,2908
DB01260,2908
DB01380,2908
DB01384,2908
DB01410,2908
DB02210,2908
DB06781,2908
DB00186,2554
DB00189,2554
DB00228,2554
DB00231,2554
DB00237,2554
DB00241,2554
DB00273,2554
DB00292,2554
DB00306,2554
DB00312,2554
DB00349,2554
DB00371,2554
DB00402,2554
DB00404,2554
DB00418,2554
DB00425,2554
DB00463,2554
DB00466,2554
DB00474,2554
DB00475,2554
DB00543,2554
DB00546,2554
DB00599,2554
DB00628,2554
DB00683,2554
DB00690,2554
DB00753,2554
DB00794,2554
DB00801,2554
DB00829,2554
DB00837,2554
DB00842,2554
DB00849,2554
DB00897,2554
DB00898,2554
DB00962,2554
DB01028,2554
DB01068,2554
DB01107,2554
DB01154,2554
DB01159,2554
DB01174,2554
DB01189,2554
DB01198,2554
DB01205,2554
DB01215,2554
DB01236,2554
DB01287,2554
DB01341,2554
DB01346,2554
DB01351,2554
DB01352,2554
DB01353,2554
DB01354,2554
DB01355,2554
DB01381,2554
DB01437,2554
DB01483,2554
DB01496,2554
DB01558,2554
DB01559,2554
DB01567,2554
DB01587,2554
DB01588,2554
DB01589,2554
DB01594,2554
DB01595,2554
DB00216,3351
DB00246,3351
DB00248,3351
DB00268,3351
DB00315,3351
DB00320,3351
DB00334,3351
DB00363,3351
DB00413,3351
DB00571,3351
DB00589,3351
DB00669,3351
DB00696,3351
DB00714,3351
DB00904,3351
DB00918,3351
DB00952,3351
DB00953,3351
DB00960,3351
DB00998,3351
DB01186,3351
DB01200,3351
DB01224,3351
DB01238,3351
DB01392,3351
DB08807,3351
DB00817,23113
DB00973,29881
DB00260,2671
DB00143,2944
DB01834,2944
DB02165,2944
DB02458,2944
DB03314,2944
DB04187,2944
DB00143,373156
DB04700,373156
DB00143,2940
DB04521,2940
DB00143,2947
DB00143,2941
DB00143,2948
DB03003,2948
DB03032,2948
DB03597,2948
DB03706,2948
DB04132,2948
DB00143,221357
DB00143,2950
DB01242,2950
DB01834,2950
DB01915,2950
DB02633,2950
DB03003,2950
DB03686,2950
DB03814,2950
DB04077,2950
DB04132,2950
DB04339,2950
DB07849,2950
DB08370,2950
DB00143,9446
DB00143,2876
DB00143,2877
DB00143,2952
DB00143,2954
DB04447,2954
DB00143,2880
DB00143,2878
DB00114,10841
DB00116,10841
DB00142,10841
DB03256,10841
DB00142,5832
DB00142,2911
DB00659,2911
DB04256,2911
DB00142,2744
DB00142,2898
DB00237,2898
DB00241,2898
DB00306,2898
DB00312,2898
DB00418,2898
DB00463,2898
DB00599,2898
DB00794,2898
DB00849,2898
DB01174,2898
DB01351,2898
DB01352,2898
DB01353,2898
DB01354,2898
DB01355,2898
DB01483,2898
DB01496,2898
DB02852,2898
DB02999,2898
DB03425,2898
DB00142,2900
DB00142,2901
DB00142,2891
DB00237,2891
DB00241,2891
DB00306,2891
DB00312,2891
DB00418,2891
DB00463,2891
DB00599,2891
DB00794,2891
DB00849,2891
DB01174,2891
DB01346,2891
DB01351,2891
DB01352,2891
DB01353,2891
DB01354,2891
DB01355,2891
DB01483,2891
DB01496,2891
DB01664,2891
DB02057,2891
DB02347,2891
DB02818,2891
DB02966,2891
DB02999,2891
DB03240,2891
DB03319,2891
DB03759,2891
DB04000,2891
DB04129,2891
DB04152,2891
DB04599,2891
DB04798,2891
DB07455,2891
DB07598,2891
DB08303,2891
DB08304,2891
DB08305,2891
DB00142,2893
DB00142,2892
DB01356,2892
DB04599,2892
DB00142,2899
DB00142,2914
DB00142,2917
DB00142,2918
DB00627,8843
DB00284,8972
DB00491,8972
DB04878,8972
DB01254,6714
DB01678,6714
DB01866,6714
DB01893,6714
DB01908,6714
DB01947,6714
DB01962,6714
DB02175,6714
DB02336,6714
DB02432,6714
DB02762,6714
DB02908,6714
DB03023,6714
DB03078,6714
DB03104,6714
DB03114,6714
DB03217,6714
DB03268,6714
DB03298,6714
DB03306,6714
DB03525,6714
DB03591,6714
DB03628,6714
DB03712,6714
DB03828,6714
DB03902,6714
DB04080,6714
DB04272,6714
DB04495,6714
DB04739,6714
DB04751,6714
DB06882,6714
DB06883,6714
DB07335,6714
DB07662,6714
DB07966,6714
DB08052,6714
DB08053,6714
DB08054,6714
DB08192,6714
DB08462,6714
DB08564,6714
DB01254,2534
DB02078,2534
DB01254,7525
DB01254,1969
DB04395,1969
DB01254,3932
DB01830,3932
DB02010,3932
DB03023,3932
DB04003,3932
DB04395,3932
DB06925,3932
DB07146,3932
DB07297,3932
DB08055,3932
DB08056,3932
DB08057,3932
DB00107,5021
DB01282,5021
DB00134,635
DB02337,635
DB04272,635
DB00098,942
DB01281,942
DB01281,941
DB01284,4158
DB01285,4158
DB00184,1137
DB00237,1137
DB00241,1137
DB00306,1137
DB00312,1137
DB00418,1137
DB00463,1137
DB00599,1137
DB00674,1137
DB00794,1137
DB00849,1137
DB01174,1137
DB01273,1137
DB01351,1137
DB01352,1137
DB01353,1137
DB01354,1137
DB01355,1137
DB01483,1137
DB01496,1137
DB00184,1141
DB00674,1141
DB00102,5156
DB00619,5156
DB01268,5156
DB00619,1436
DB01268,1436
DB07167,1436
DB07202,1436
DB01076,1803
DB01261,1803
DB01884,1803
DB02004,1803
DB02944,1803
DB03253,1803
DB03660,1803
DB04491,1803
DB04577,1803
DB04578,1803
DB04876,1803
DB06335,1803
DB06880,1803
DB06939,1803
DB06993,1803
DB06994,1803
DB07015,1803
DB07021,1803
DB07067,1803
DB07072,1803
DB07081,1803
DB07092,1803
DB07135,1803
DB07154,1803
DB07181,1803
DB07193,1803
DB07239,1803
DB07271,1803
DB07328,1803
DB07356,1803
DB07412,1803
DB07465,1803
DB07482,1803
DB07666,1803
DB07779,1803
DB07830,1803
DB07851,1803
DB08024,1803
DB08044,1803
DB08051,1803
DB08164,1803
DB08382,1803
DB08429,1803
DB08445,1803
DB08504,1803
DB08530,1803
DB08588,1803
DB08672,1803
DB08743,1803
DB00040,2740
DB01276,2740
DB06655,2740
DB00030,3480
DB00046,3480
DB00047,3480
DB00071,3480
DB01277,3480
DB02944,3480
DB04395,3480
DB07156,3480
DB07474,3480
DB01278,10267
DB01278,10266
DB01278,10268
DB00270,8912
DB00568,8912
DB00909,8912
DB01023,8912
DB01054,8912
DB01115,8912
DB01118,8912
DB01244,8912
DB01388,8912
DB04841,8912
DB01752,5409
DB03468,5409
DB03824,5409
DB04273,5409
DB07597,5409
DB07739,5409
DB07747,5409
DB07798,5409
DB07906,5409
DB08128,5409
DB08129,5409
DB08550,5409
DB08631,5409
DB08654,5409
DB00468,2815
DB00182,9607
DB02831,51181
DB03461,51181
DB02152,5604
DB03115,5604
DB06892,5604
DB07046,5604
DB07101,5604
DB08130,5604
DB08208,5604
DB01097,2185
DB01645,2185
DB08341,2185
DB00163,5579
DB01738,5579
DB00130,1503
DB00284,2548
DB00491,2548
DB03945,1401
DB00819,358
DB00313,9734
DB00642,2618
DB02236,2618
DB03546,2618
DB00768,6284
DB01025,6284
DB01708,6822
DB01812,6822
DB02854,6822
DB04445,6822
DB02944,1493
DB00132,3992
DB00159,3992
DB00143,2678
DB02052,1020
DB02116,1020
DB02950,1020
DB03428,1020
DB03496,1020
DB04014,1020
DB07364,1020
DB01254,6777
DB00928,1786
DB01035,1786
DB01099,1786
DB01262,1786
DB02944,3002
DB00013,5328
DB00594,5328
DB01905,5328
DB01977,5328
DB02193,5328
DB02398,5328
DB02473,5328
DB02526,5328
DB02551,5328
DB02705,5328
DB03046,5328
DB03082,5328
DB03127,5328
DB03136,5328
DB03159,5328
DB03476,5328
DB03729,5328
DB03782,5328
DB03865,5328
DB03876,5328
DB04059,5328
DB04172,5328
DB06854,5328
DB06855,5328
DB06856,5328
DB06857,5328
DB07076,5328
DB07122,5328
DB07129,5328
DB07625,5328
DB07626,5328
DB08072,5328
DB08697,5328
DB00848,251
DB01143,251
DB00321,3785
DB00586,3785
DB00145,212
DB01373,1311
DB00162,9227
DB00002,2215
DB00005,2215
DB00028,2215
DB00051,2215
DB00054,2215
DB00056,2215
DB00072,2215
DB00073,2215
DB00074,2215
DB00075,2215
DB00078,2215
DB00081,2215
DB00087,2215
DB00092,2215
DB00095,2215
DB00108,2215
DB00110,2215
DB00111,2215
DB00112,2215
DB01373,831
DB01819,5105
DB02008,5105
DB03267,5105
DB03725,5105
DB00995,25824
DB03608,25824
DB03793,25824
DB01411,6037
DB02098,6037
DB04272,6037
DB02637,6697
DB03461,6697
DB03886,6697
DB04275,6697
DB00102,2
DB00626,2
DB03721,5967
DB04522,5967
DB00198,4758
DB02152,4233
DB06896,4233
DB06995,4233
DB06997,4233
DB07369,4233
DB07969,4233
DB08584,4233
DB08700,4233
DB08791,4233
DB00114,5837
DB01823,5837
DB01843,5837
DB02007,5837
DB02320,5837
DB02348,5837
DB02379,5837
DB02447,5837
DB02471,5837
DB02519,5837
DB02604,5837
DB02719,5837
DB02720,5837
DB02843,5837
DB02964,5837
DB03067,5837
DB03133,5837
DB03218,5837
DB03250,5837
DB03286,5837
DB03354,5837
DB03383,5837
DB03392,5837
DB03479,5837
DB03496,5837
DB03657,5837
DB03835,5837
DB04013,5837
DB04044,5837
DB04055,5837
DB04083,5837
DB04195,5837
DB04295,5837
DB04522,5837
DB04544,5837
DB04566,5837
DB04642,5837
DB04643,5837
DB04644,5837
DB04645,5837
DB06986,5837
DB07066,5837
DB07792,5837
DB07793,5837
DB07807,5837
DB07949,5837
DB08151,5837
DB08322,5837
DB08500,5837
DB08503,5837
DB01404,3569
DB00452,7852
DB06809,7852
DB00786,4312
DB07556,4312
DB07926,4312
DB08403,4312
DB08482,4312
DB08491,4312
DB01064,5594
DB01169,5594
DB02116,5594
DB02482,5594
DB02733,5594
DB04338,5594
DB06877,5594
DB07010,5594
DB07264,5594
DB07788,5594
DB07794,5594
DB07905,5594
DB08513,5594
DB08521,5594
DB00201,135
DB00277,135
DB00358,135
DB00640,135
DB00651,135
DB00806,135
DB01303,135
DB01412,135
DB04932,135
DB08770,135
DB02379,3456
DB02944,3456
DB01812,6817
DB04417,6817
DB00086,2149
DB00446,1604
DB01327,5444
DB01854,417
DB01907,417
DB00062,259
DB00064,259
DB00116,10840
DB00200,8029
DB02108,1508
DB02148,1508
DB02685,1508
DB02855,1508
DB03329,1508
DB03588,1508
DB04126,1508
DB04579,1508
DB07160,1508
DB07219,1508
DB07223,1508
DB07224,1508
DB07225,1508
DB07231,1508
DB00030,1509
DB00071,1509
DB02216,1509
DB02944,1509
DB03028,1509
DB03096,1509
DB07542,1509
DB00013,4036
DB00030,4036
DB00071,4036
DB00798,4036
DB00055,5627
DB00170,5627
DB00464,5627
DB01250,3458
DB01296,3458
DB00246,3362
DB00334,3362
DB00363,3362
DB01224,3362
DB01238,3362
DB01488,3362
DB06144,3362
DB03635,5473
DB00836,5443
DB01497,5443
DB01565,5443
DB01159,387129
DB00005,7133
DB01176,6783
DB01812,6783
DB02902,6783
DB03346,6783
DB01998,5265
DB03345,5265
DB00364,1950
DB04454,1950
DB01064,5295
DB08059,5295
DB00163,8856
DB00530,8856
DB00783,8856
DB00977,8856
DB01045,8856
DB01220,8856
DB01892,8856
DB04466,8856
DB07080,8856
DB01649,1977
DB01960,1977
DB02716,1977
DB08217,1977
DB00131,1385
DB01183,1385
DB01034,2194
DB01083,2194
DB02303,1806
DB02338,1806
DB03048,1806
DB03147,1806
DB03247,1806
DB03419,1806
DB03554,1806
DB00143,2739
DB00328,2739
DB03130,2739
DB03330,2739
DB03345,2739
DB03602,2739
DB04132,2739
DB08179,2739
DB00127,6611
DB03147,9131
DB00786,4322
DB01996,4322
DB02049,4322
DB02071,4322
DB02697,4322
DB03033,4322
DB04759,4322
DB04760,4322
DB04761,4322
DB07013,4322
DB07827,4322
DB08388,4322
DB08490,4322
DB08561,4322
DB00036,7035
DB06779,7035
DB00667,11255
DB06698,11255
DB00013,5055
DB00031,5055
DB01277,3486
DB00762,7150
DB01030,7150
DB04690,7150
DB04967,7150
DB05630,7150
DB07354,7150
DB08159,7150
DB02944,2990
DB01151,6609
DB00659,2912
DB08513,3667
DB03106,2629
DB03740,2629
DB08283,2629
DB01136,4879
DB00630,5775
DB02763,3593
DB02944,3593
DB00691,59272
DB00722,59272
DB01356,3613
DB03904,1499
DB01250,7172
DB00139,8630
DB02482,6790
DB03431,6790
DB07186,6790
DB07266,6790
DB07360,6790
DB07361,6790
DB07362,6790
DB07545,6790
DB07801,6790
DB08065,6790
DB08066,6790
DB01769,11315
DB01202,9900
DB01811,4057
DB02944,4057
DB03040,4057
DB03485,4057
DB04743,4057
DB06987,4057
DB08439,4057
DB00716,2357
DB00159,2182
DB00197,2182
DB00412,2182
DB00145,2617
DB03316,10673
DB04272,10673
DB00144,10396
DB00780,8639
DB01275,8639
DB04334,8639
DB04141,7384
DB04741,7384
DB04799,7384
DB07401,7384
DB07763,7384
DB07778,7384
DB08330,7384
DB08453,7384
DB08690,7384
DB00159,5467
DB00374,5467
DB00605,5467
DB01393,5467
DB03338,5467
DB04801,5467
DB07070,5467
DB07691,5467
DB07724,5467
DB08078,5467
DB02379,3963
DB02678,3963
DB01017,54205
DB02110,54205
DB03014,54205
DB03317,54205
DB03934,54205
DB03977,54205
DB04249,54205
DB02360,1511
DB04016,1511
DB00025,821
DB00031,821
DB00368,155
DB00571,155
DB01064,155
DB01102,155
DB01288,155
DB01363,155
DB01407,155
DB06262,155
DB08807,155
DB08808,155
DB00091,5478
DB00172,5478
DB01742,5478
DB02419,5478
DB03393,5478
DB00364,2247
DB00686,2247
DB00877,2247
DB03935,2247
DB03959,2247
DB03981,2247
DB04707,6093
DB07876,6093
DB08162,6093
DB08756,6093
DB01761,1432
DB01807,1432
DB01948,1432
DB01953,1432
DB01988,1432
DB02195,1432
DB02277,1432
DB02352,1432
DB02873,1432
DB02984,1432
DB03044,1432
DB03110,1432
DB03980,1432
DB04338,1432
DB04632,1432
DB04797,1432
DB06882,1432
DB06940,1432
DB06991,1432
DB07138,1432
DB07307,1432
DB07459,1432
DB07607,1432
DB07811,1432
DB07829,1432
DB07832,1432
DB07833,1432
DB07834,1432
DB07835,1432
DB07941,1432
DB07942,1432
DB07943,1432
DB08064,1432
DB08068,1432
DB08091,1432
DB08092,1432
DB08093,1432
DB08095,1432
DB08096,1432
DB08097,1432
DB08242,1432
DB08349,1432
DB08351,1432
DB08352,1432
DB08395,1432
DB08423,1432
DB08424,1432
DB08521,1432
DB08522,1432
DB08730,1432
DB00100,2160
DB07022,2160
DB07023,2160
DB07071,2160
DB07074,2160
DB07077,2160
DB07212,2160
DB07299,2160
DB07887,2160
DB03431,3303
DB00132,7442
DB00159,7442
DB00831,7134
DB00922,7134
DB01023,7134
DB01244,7134
DB01373,7134
DB01375,7134
DB03944,7134
DB04513,7134
DB02944,2811
DB01285,1392
DB02556,1392
DB02952,1392
DB01169,595
DB01159,3760
DB01159,3763
DB00039,3339
DB00171,5243
DB00778,5243
DB04877,5243
DB02659,2235
DB01411,4583
DB04315,7052
DB00020,3563
DB03149,1215
DB03297,1215
DB03814,1215
DB04016,1215
DB07680,1215
DB00321,4914
DB00619,4914
DB00570,3725
DB01029,3725
DB01169,3725
DB00641,3689
DB01049,11309
DB00025,7450
DB00182,134864
DB01576,134864
DB01577,134864
DB06714,134864
DB00533,2006
DB01055,6347
DB01406,6347
DB01017,3553
DB05260,3553
DB06168,3553
DB02377,2643
DB02379,2645
DB07358,2645
DB07359,2645
DB08118,2645
DB08210,2645
DB03539,1118
DB03632,1118
DB04350,1118
DB00605,5595
DB01169,5595
DB02733,5595
DB04604,5595
DB01497,10206
DB01548,10206
DB01565,10206
DB01356,2932
DB01772,2932
DB01793,2932
DB01950,2932
DB02010,2932
DB02052,2932
DB03431,2932
DB03444,2932
DB04014,2932
DB04395,2932
DB07014,2932
DB07058,2932
DB07149,2932
DB07584,2932
DB07585,2932
DB07676,2932
DB07812,2932
DB07859,2932
DB07947,2932
DB08073,2932
DB00054,7448
DB00171,1244
DB01138,1244
DB00847,6750
DB02393,5207
DB02515,5207
DB02930,5207
DB04137,5207
DB04493,5207
DB03721,6401
DB00244,4353
DB00535,4353
DB00583,4353
DB01065,4353
DB04821,4353
DB02210,3265
DB04137,3265
DB04315,3265
DB08751,3265
DB01103,8398
DB00973,290
DB06196,290
DB01159,54331
DB01103,5334
DB02052,983
DB02116,983
DB02950,983
DB03428,983
DB03496,983
DB04014,983
DB01631,3934
DB01672,3934
DB01926,3934
DB02710,3934
DB02944,3934
DB04043,3934
DB04476,3934
DB00108,3383
DB08818,3383
DB01041,4790
DB01411,4790
DB08814,4790
DB00005,4049
DB00013,5327
DB00513,5327
DB01088,5327
DB04134,5327
DB07684,5327
DB00768,6271
DB06692,3816
DB00155,23569
DB07449,23569
DB00159,2181
DB01407,4803
DB01136,2697
DB00806,4907
DB01782,5602
DB02388,5602
DB03084,5602
DB03623,5602
DB04395,5602
DB06933,5602
DB07010,5602
DB07217,5602
DB08005,5602
DB08010,5602
DB08011,5602
DB08015,5602
DB08021,5602
DB08023,5602
DB08025,5602
DB08026,5602
DB08555,5602
DB00025,3309
DB00144,9791
DB01196,4133
DB02944,55
DB03390,55
DB03577,55
DB00619,5979
DB00759,5621
DB02379,6441
DB02007,3098
DB02379,3098
DB03431,3098
DB04395,3098
DB04315,5879
DB04178,671
DB08818,960
DB01136,7412
DB00786,4314
DB01877,4314
DB01996,4314
DB02090,4314
DB02350,4314
DB02367,4314
DB02449,4314
DB02697,4314
